;liste_acteurs;nb_comedie;nb_drame
14645;Yan Tsapnik;0;1
14646;Joan Riveyre;0;1
14647;Andrew Daly;3;1
14648;Joel McHale;6;0
14649;Laila Robins;1;0
14650;Khodabakhsh Defaei;0;1
14651;John Reynolds;1;0
14652;Steve Talley;2;0
14653;Gjertrud L. Jynge;1;0
14654;Carly Schroeder;0;2
14655;Sarah Chadwick;0;1
14656;Per Schaaning;0;1
14657;Glenna Forster-Jones;1;0
14658;Charles Rocket;1;0
14659;Joseph Aviel;0;1
14660;Juanjo Menendez;2;0
14661;Mary Kerridge;0;1
14662;Manuel Blanc;2;0
14663;Matthieu Letellier;1;0
14664;Vytautas Kaniusonis;0;1
14665;Ella Hunt;1;1
14666;Will Rothhaar;1;0
14667;Shanti Roney;1;0
14668;Francesca Picozza;1;0
14669;Yan Tassin;1;0
14670;Nicole Murgia;0;1
14671;Alfred David;0;1
14672;Lynn-Holly Johnson;0;1
14673;Ricsi;0;1
14674;Yumeko Aizome;0;1
14675;Bebe Sesitashvili;0;1
14676;Gary Farmer;2;0
14677;Tuomari Nurmio;1;1
14678;Jayson Warner Smith;0;1
14679;Isioma Laborde-Edozien;0;1
14680;Jennifer Aniston;16;1
14681;Stephen Sherman;0;2
14682;Wolfgang Preiss;0;1
14683;Sebastião Formiga;0;1
14684;Summer H. Howell;0;1
14685;Sophie Duez;1;1
14686;Christopher Shyer;0;3
14687;New Trolls;1;0
14688;Hiroyuki Miyasako;1;0
14689;Claudio Gora;10;5
14690;Nikola Kojo;1;0
14691;Barbu Balasoiu;0;1
14692;Madeleine Carroll;1;1
14693;Antonio Di Matteo;0;1
14694;Luca Campostrini;1;1
14695;Hannah Pearl Utt;1;0
14696;Robert Klein;3;0
14697;Takeru Satoh;0;4
14698;Youssouf Djoro;0;1
14699;Santos Choque;0;1
14700;Vassili Karis;0;1
14701;Júlia Rabello;1;0
14702;Sabri Sulejman;1;0
14703;Paolo Pierobon;2;7
14704;Nick Drago;1;0
14705;Lily Aclemar;0;1
14706;Fabrizio Contri;1;1
14707;Marc Bendavid;1;0
14708;Dan Ziskie;1;0
14709;Eddie Mills;1;0
14710;John Witherspoon;1;0
14711;Chloe Rose;0;1
14712;Louanne;1;0
14713;Pinuccio Ardia;1;0
14714;Gisela Hahn;4;1
14715;Yann Bean;0;1
14716;Mike O'Brien;1;0
14717;Christopher Cazenove;0;1
14718;Alan Stock;0;2
14719;Ben Rosenfield;1;0
14720;Satyendra Kapoor;0;1
14721;Timothy V. Murphy;0;2
14722;Will Peltz;1;0
14723;Roshanak Gerami;0;1
14724;Eli Wallach;8;7
14725;Rock Hudson;3;1
14726;Francesca Riso;0;1
14727;Awkwafina;2;0
14728;Leonardo Messerklinger;1;0
14729;Luciano Roffi;0;1
14730;Mark Metcalf;1;0
14731;Les Charlots;3;0
14732;Charlie Chase;1;0
14733;Anthony Michael Hall;5;2
14734;Bill Nunn;1;3
14735;Claire Keim;2;1
14736;Michael Whalen;1;0
14737;Barney Harris;0;1
14738;Abraham Alvarez;1;0
14739;Kazue Fukiishi;0;1
14740;Margareth Madè;2;1
14741;Ottaviano Dell'Acqua;2;0
14742;Adolphe Menjou;5;2
14743;Sujeewa Priyalal;1;0
14744;Haridhan Mukherjee;1;0
14745;John DeLuca;2;0
14746;Chikage Awashima;0;2
14747;Nina Gummich;1;0
14748;Duccio Sissia;0;1
14749;Dreama Walker;1;1
14750;María Onetto;1;2
14751;Rati Agnihotri;0;1
14752;Memo Dini;1;0
14753;Pavel Nazarov;0;1
14754;William Gargan;0;2
14755;Marilia Pêra;0;1
14756;Corso Salani;1;4
14757;Nigel Hawthorne;3;1
14758;Sally Eilers;1;2
14759;Chutimon Chuengcharoensukying;1;2
14760;Christopher Lambert;4;6
14761;Edoardo Torricella;0;1
14762;Marius Povilas Elijas Martynenko;0;1
14763;Damien Bray;1;0
14764;Eleonora Giovanardi;0;2
14765;Tracey Ullman;3;0
14766;Rutanya Alda;1;1
14767;Dylan Grimes;1;0
14768;Paloma Cervantes;0;1
14769;Anthony Walters;1;0
14770;Silvia Planas;1;0
14771;Donna Corcoran;0;1
14772;Wes Studi;1;2
14773;Fiona Shaw;3;7
14774;Camilla Bendix;1;0
14775;Geena Davis;6;1
14776;Bruno Arena;3;0
14777;Joey McIntyre;1;0
14778;Marcus Bessa;1;0
14779;Cokey Falkow;1;0
14780;Rosemary Harris;1;1
14781;Ahn Sung-kee;0;1
14782;Alice Garner;1;0
14783;Bruno Moynot;1;0
14784;Christina Milian;4;0
14785;Leni Riefenstahl;1;1
14786;Jordan Ladd;0;1
14787;Peter Donaldson;0;1
14788;Francesco Guccini;2;1
14789;Nicolas Robin;0;1
14790;Alex Anton;0;2
14791;Séverine Jonckeere;0;1
14792;Anne Jonquet;1;0
14793;Ilja Richter;1;0
14794;William Richert;0;2
14795;Francesco Buttironi;1;0
14796;Renato Speziali;1;0
14797;Kale Culley;0;1
14798;Károly Eperjes;0;1
14799;Andrew Caldwell;1;0
14800;Sean Connery;4;2
14801;Mark A. Nash;0;1
14802;Ivan Zerbinati;0;1
14803;Stanley Townsend;0;1
14804;Andrej Gradov;0;2
14805;Elanna White;0;1
14806;Linzey Cocker;1;0
14807;Emir Ozden;0;1
14808;Maggie Smith;16;4
14809;Esra Bezen Bilgin;1;0
14810;Florian Martens;0;1
14811;Kristina Tonteri-Young;1;0
14812;Deborah Conway;0;2
14813;Jeanne Jestin;0;1
14814;Thomas Carter;0;1
14815;I. Kiriljuk;0;1
14816;Michie Ulianov;0;2
14817;Gary Teague;2;1
14818;Marco Sincini;1;0
14819;Natalya Kudryashowa;0;1
14820;Totò Onnis;2;1
14821;Luís Olho de Gato;0;1
14822;Avril Angers;1;0
14823;Ken Mitsuishi;0;4
14824;Seong-woo Bae;0;1
14825;Andranic Manet;1;0
14826;Roy James;0;1
14827;Guerrino Crivello;5;0
14828;Jake Siegel;2;0
14829;Sarah Badel;0;2
14830;Alana Austin;1;1
14831;Alfred Lutter III;1;0
14832;Sydney Greenstreet;0;1
14833;Harry Pavlidis;0;2
14834;Bill Milner;1;1
14835;Kacey Rohl;0;4
14836;Harry Max;1;0
14837;Marie Richardson;1;0
14838;Noel Howlett;0;1
14839;Dino Di Luca;0;2
14840;Yi Zhao;1;0
14841;Rosalie Thomass;0;1
14842;Addison Rae;1;0
14843;Nicolò Diana;0;1
14844;Rivka Gur;0;1
14845;Kathleen Howard;1;0
14846;Sergei Polunin;0;1
14847;Rosaria De Cicco;1;1
14848;Carole Shelley;1;0
14849;Martín Serrano;0;1
14850;Juan Calvo;1;0
14851;Orfeo Orlando;0;1
14852;Gal Gadot;1;0
14853;Chad Lindberg;1;0
14854;Rin Takanashi;0;1
14855;Chrissie Fit;1;0
14856;Benny Urquidez;1;0
14857;Stephanie Beacham;1;0
14858;Ameesha Patel;1;0
14859;Amedeo Girardi;1;0
14860;Jayce Bartok;1;0
14861;Beatrice Maestrini;1;0
14862;Miwako Kawai;0;3
14863;Richard Cunningham;0;1
14864;Angela Lansbury;6;2
14865;Aisha Tyler;1;0
14866;Giorgio Gobbi;0;5
14867;Faten Hamamah;0;1
14868;Mihalis Giannatos;1;0
14869;Agnes Fink;1;0
14870;Elisabeth Bourgine;0;2
14871;Reneé Le Calm;2;0
14872;Bertil Guve;0;4
14873;Joanna Chatton;1;0
14874;Sven Nordin;1;0
14875;Minghao Chen;1;0
14876;Jennifer Cooke;0;4
14877;Cory Hodges;0;1
14878;Hannah Joy Brown;1;0
14879;Dorian Boguta;1;0
14880;Fabio Bosco;1;0
14881;Patty Pravo;1;2
14882;Michael Sacks;0;2
14883;Dirk Blocker;0;1
14884;Nina Senicar;2;0
14885;Pola Hillery;1;0
14886;Erville Alderson;1;0
14887;Christopher Hayes;1;0
14888;Murray Kinnell;0;3
14889;Bella Darvi;0;2
14890;Bolotbek Shamshiyev;0;1
14891;Susie Essman;1;0
14892;Tom Sizemore;1;4
14893;Line Billa Ljøstad;0;1
14894;Paolo Giusti;3;0
14895;Fernanda Carvalho;0;1
14896;Ken Yasuda;1;0
14897;Natalie Dormer;1;0
14898;Ivo Garrani;3;7
14899;Dina Sassoli;1;4
14900;James Cossins;0;1
14901;Luc Schwarz;0;1
14902;Mike Young;1;0
14903;Hannes Messmer;1;0
14904;Priscilla Delgado;1;0
14905;Emmanuel Bourdieu;0;1
14906;Josephine Decker;0;1
14907;Bruno Izarin;0;1
14908;Françoise Lorente;0;1
14909;Michael Hadley;0;1
14910;Jerome Courtland;0;2
14911;Johan Storgård;0;2
14912;Selma Chadid;1;0
14913;Françoise Arnoul;3;3
14914;Dwij Yadav;1;0
14915;Rita Hayek;0;1
14916;Mary Field;1;0
14917;Donnie Wahlberg;2;1
14918;Philippe Résimont;0;1
14919;Bill Mumy;1;0
14920;Maria Paiato;2;2
14921;Tyrese Gibson;1;1
14922;Daisy Bell;1;0
14923;Ria De Simoni;0;2
14924;Roberto Chevalier;1;1
14925;Víkingur Kristjánsson;0;1
14926;Loretta Capitoli;1;0
14927;Yukichi Iwata;0;1
14928;Shawn Christian;1;1
14929;Stuart Whitman;1;3
14930;Jin Kyung;0;1
14931;Ada Colangeli;0;1
14932;Emelie Jonsson;0;1
14933;Don Murray;4;3
14934;Giuseppe Bert;0;1
14935;Sessue Hayakawa;0;1
14936;Agustín Silva;0;2
14937;Victoria Chalaya;1;0
14938;Andrew Prine;0;2
14939;Giulio Pampiglione;0;1
14940;Manoel de Oliveira;0;1
14941;Marie Espinosa;0;1
14942;Chris Klein;5;1
14943;Inma Cuesta;1;2
14944;Roberto Miccoli;0;2
14945;Claire Dodd;1;0
14946;Summer Phoenix;0;1
14947;Pierre Laur;1;0
14948;Emanuel Bevilacqua;1;0
14949;Mania Akbari;1;1
14950;Ezra Miller;2;5
14951;Caroline Chikezie;0;1
14952;Florence Viala;0;2
14953;Arthur Alexanian;0;1
14954;Licinia Lentini;1;0
14955;Keegan Baylee Coppola;1;0
14956;Rolan Bykov;0;1
14957;Adam Solomonian;0;2
14958;Maggie Roswell;1;0
14959;Bresha Webb;2;0
14960;Behzad Behzadpur;0;1
14961;Cici Lau;1;0
14962;Eric Bana;3;5
14963;Tamara Tunie;0;3
14964;Naomi Assenza;0;1
14965;Jenny Seagrove;1;0
14966;Steve Tientcheu;0;1
14967;Elleen Hannah;1;0
14968;Henry Stephenson;1;1
14969;Tiziana Catalano;1;0
14970;Dara Tomanovich;1;0
14971;Natascha McElhone;2;1
14972;Hiroko Nakajima;0;1
14973;Dennis Hoey;0;2
14974;David Murray;1;0
14975;Paolo Setta;1;0
14976;Marie Déa;0;1
14977;Aude Amiot;1;0
14978;André Tarroux;0;1
14979;Sathya Sridharan;1;0
14980;Paolo Zaccagnini;1;0
14981;James D. Ruffin;0;1
14982;Nino Castelnuovo;7;12
14983;Martinus Tocchi;0;1
14984;Marino Masé;0;2
14985;Salo Pasik;1;0
14986;Luca Ward;7;5
14987;Mario Filippeschi;0;1
14988;Jack Kruschen;2;0
14989;Tania Kontoyanni;0;2
14990;Jesse Bradford;2;1
14991;Peter Hobbs;1;0
14992;Marco Tornese;1;0
14993;Loredana Nusciak;1;0
14994;Nicolas Maury;1;1
14995;Henry Winkler;4;0
14996;Pascale Rivault;0;2
14997;Ole Christoffer Ertvåg;1;0
14998;Sergej Dontsov;1;1
14999;Brian Robinson;1;0
15000;Eros Galbiati;2;1
15001;Marta Nieradkiewicz;0;1
15002;Alessia Fugardi;0;7
15003;J. Teddy Garces;0;4
15004;Carlos Guerrero;1;0
15005;A. Arnold;1;0
15006;Elizabeth Wilson;2;1
15007;Kiernan Shipka;1;0
15008;Flora Augusta;0;2
15009;Michael D. Roberts;0;2
15010;Tammara Souza;1;0
15011;Philippe Rebbot;3;2
15012;Olga Kurylenko;1;6
15013;Lloyd Corrigan;1;1
15014;Ramon Adams;1;0
15015;Roman Jilkin;0;1
15016;Frank Silvera;0;3
15017;Joe Robinson;0;1
15018;Camille Cottin;3;2
15019;Sue Lyon;0;1
15020;Alicia Silverstone;7;2
15021;Marsha Thomason;2;0
15022;Michel Drucker;1;0
15023;Evelyn Selbie;0;1
15024;Ian Hart;2;5
15025;Anthony Franciosa;2;1
15026;Graziella Delerm;2;0
15027;William Hurt;5;16
15028;Tokio Emoto;0;1
15029;Basile Gervaise;1;0
15030;Robert Blake;0;5
15031;Ciro Nacca;1;0
15032;Jessi Case;1;0
15033;Dana Ashbrook;1;0
15034;Stacy Hart;1;0
15035;Marco D'Orazi;0;1
15036;Joey Brooks;0;2
15037;Marlon Ramirez;0;1
15038;César Bordón;0;2
15039;Edoardo Leo;15;1
15040;Victor Buono;1;0
15041;Noelle Norman;2;1
15042;Hamuchtar;0;2
15043;Tatiana Vilhelmová;1;0
15044;Joaquin Garay III;1;0
15045;Flavio Insinna;5;3
15046;Manuela Biedermann;0;3
15047;Richard Basehsart;0;1
15048;Seung-beom Ryu;1;0
15049;Lisa Ray;0;1
15050;Reymond Amsalem;0;1
15051;Fausto Russo Alesi;2;2
15052;Nino Jouglet;0;1
15053;Waad Al-Masanif;0;1
15054;Odd Magnus Williamson;0;1
15055;Kellan Lutz;1;0
15056;Kaj-Erik Eriksen;0;2
15057;Beau Knapp;0;7
15058;Jacob Smith;1;0
15059;Kunjue Li;0;1
15060;Hans Richter;0;1
15061;Milly Corinaldi;1;0
15062;Shilan Rahmani;0;1
15063;Robert Young;3;0
15064;Kazuki Kitamura;2;2
15065;Dejan Lilic;0;1
15066;Porfirio Ramirez;1;0
15067;Shannon Hollander;0;1
15068;Cyprien Fouquet;0;1
15069;Takayo Fischer;1;0
15070;Ousmane Sembène;0;1
15071;Alessandro Carbonara;1;0
15072;Vasco Mirandola;1;3
15073;Sergio Friscia;4;0
15074;Jennifer Jayne;1;0
15075;Fethi Ghares;0;4
15076;Harley Quinn Smith;1;0
15077;Jack Albertson;1;2
15078;Kirsty Mitchell;0;1
15079;Fabio Dossi;1;0
15080;Milena Dreißig;0;1
15081;Indya Moore;0;2
15082;David Janssen;2;1
15083;Giulia Michelini;7;3
15084;Phoebe Foster;0;1
15085;Adhir Kalyan;2;0
15086;Andrew Creer;0;1
15087;Lothaire Bluteau;0;2
15088;Shea Farrell;0;3
15089;Carlos Larranaga;1;0
15090;Lachy Hulme;0;1
15091;Ed Wynn;4;1
15092;Lou Doillon;1;0
15093;Yôko Sugi;0;1
15094;Peter Mac Nicol;1;0
15095;Ivane Perestiani;0;1
15096;Candice D'Arcy;0;1
15097;Isela Vega;0;1
15098;Heinz W. Krückeberg;1;0
15099;Bianca Usai;1;0
15100;Thomas Turgoose;1;1
15101;Judith Evelyn;0;3
15102;Lea Gramsdorff;1;1
15103;Giota Festa;0;1
15104;Dervla Kirwan;0;2
15105;Evan Ross;0;2
15106;Bernard Verley;2;3
15107;Madeleine Le Roux;1;0
15108;Blerim Destani;0;1
15109;Taylor Russell;0;2
15110;Francesco Perini;1;0
15111;Gregg Bello;1;0
15112;Linda Darnell;3;3
15113;Fumiyo Kohinata;0;1
15114;Kevin Van Doorslaer;0;1
15115;Kade Phillips;1;0
15116;Diego Boneta;1;1
15117;Stéphanie de Crayencour;1;0
15118;Tahereh Ladanian;1;0
15119;Antoine Gurevitch;1;0
15120;Michael Weston;3;2
15121;Mino Manni;1;1
15122;Vera Lewis;0;1
15123;Vincenzo Bocciarelli;0;2
15124;Hallie Todd;1;0
15125;Sissy Spacek;2;5
15126;Carroll Brooks;0;2
15127;Ahna O'Reilly;0;2
15128;Fritz Lichtenhahn;0;1
15129;Matthieu Schaller;0;1
15130;Susanna Fassetta;1;0
15131;Francesco Foti;1;0
15132;Francesca Valtorta;0;1
15133;John Hurt;3;12
15134;Kevin Costner;4;10
15135;Raji James;0;1
15136;Matt Doran;0;1
15137;James Wolk;2;0
15138;Mark Fauser;0;1
15139;Liz Holtan;1;0
15140;Catalina Sandino Moreno;0;1
15141;Jun Negami;0;1
15142;Sophie Letourneur;0;1
15143;Myrna Lorrie;0;1
15144;Ugo Pagliai;1;2
15145;Brian Blessed;1;0
15146;Crystal Hunt;1;0
15147;Leidy Niño;0;2
15148;Judith Davis;2;0
15149;Elena Fabrizi;2;0
15150;O. J. Simpson;2;0
15151;Daniela Del Priore;1;0
15152;Tamara Lee;0;1
15153;Tamara Clatterbuck;1;0
15154;Barbara Kero;1;0
15155;Guy Grosso;2;0
15156;Mark Finch;1;0
15157;Saif Schexnaydre;0;1
15158;Raphaëlle Agogué;1;0
15159;Wendy Tobias;1;0
15160;Margot Hielschera;0;2
15161;Olga Rossi;1;0
15162;Tian Jian;0;1
15163;Patsy Kelly;1;0
15164;Piermaria Cecchini;1;0
15165;Michel Muller;2;0
15166;Eddie Castrodad;0;1
15167;Torsten Henties;0;1
15168;Gavino Ledda;0;2
15169;Nicola Reynolds;1;0
15170;Jake T. Austin;2;0
15171;Trini Alvarado;2;3
15172;Joseph Perrino;0;2
15173;Tia Mowry-Hardrict;1;0
15174;Jeff Daniel Phillips;1;0
15175;Joan Botey;0;1
15176;Tobias Schenke;1;0
15177;Michael Sheen;5;4
15178;Mita Medici;2;0
15179;Stefan López;1;0
15180;Jerry Mastrodomenico;0;1
15181;Nicola Adobati;1;0
15182;Daisy Tahan;0;3
15183;Gilles Marini;1;0
15184;Stan Shavy;1;0
15185;Cariddi McKinnon Nardulli;1;0
15186;Richard Basehart;1;12
15187;Jane Rose;1;0
15188;Sean Astin;6;1
15189;Norman Atun;0;1
15190;Mykel Shannon Jenkins;1;0
15191;Juanita Quigley;1;0
15192;Rebecca Laurie;0;1
15193;Tom Smothers;1;0
15194;Trampas Thompson;0;2
15195;Bob Fosse;1;0
15196;Henny Porten;1;0
15197;Lise Roy;0;1
15198;David Graf;1;0
15199;Vida Javan;0;1
15200;Romy Schneider;7;4
15201;Hiroshi Ichihara;1;0
15202;Rob Carlton;1;0
15203;Frank Middlemass;0;1
15204;Enis Beslagic;1;0
15205;Xiang Wei;2;0
15206;Karin Konoval;1;0
15207;Timéo Leloup;1;0
15208;Eddie Rouse;1;0
15209;Giampiero Albertini;3;0
15210;Sienna Miller;4;3
15211;Akihiko Katayama;0;1
15212;Fabiano Troiano;1;0
15213;Margit Carstensen;1;6
15214;Gheorghe Dinica;1;1
15215;Belhassen Harbaoui;0;1
15216;Minosuke;0;1
15217;Cole Sprous;0;1
15218;Pål Sverre Hagen;1;3
15219;Lana Vlady;1;0
15220;Bruce Pecheur;1;0
15221;Ivo Alexandre;0;1
15222;Lauren Cohan;1;1
15223;Marcelle Arnold;0;2
15224;Miklós Benedek;0;1
15225;Renana Raz;0;1
15226;Ritwik Ghatak;0;4
15227;Illeana Douglas;6;0
15228;Giacomo Assandri;1;0
15229;Luis Sepúlveda;0;1
15230;Donato Castellaneta;2;2
15231;Tito Schipa;1;0
15232;Jodhi May;1;4
15233;Yonatan Bar-Or;0;2
15234;Frederick Lee;0;1
15235;Roberta Giarrusso;2;0
15236;Charles Haid;0;1
15237;Meg Ryan;10;2
15238;Bridgit Mendler;2;0
15239;Zhang Yi;0;1
15240;Zhenwei Wang;1;0
15241;Frederick Lau;0;3
15242;Fernanda Urrejola;0;1
15243;Robert Hirsch;1;2
15244;Rosemary Murphy;1;2
15245;Akira Takarada;1;0
15246;Anthony Cozens;1;0
15247;Keir O'Donnell;3;1
15248;Sayuri Yoshinaga;0;2
15249;Pietro Tordi;1;0
15250;Arne Lenk;1;0
15251;Pilar López de Ayala;0;2
15252;Günther Kaufmann;1;0
15253;Noël Wells;1;0
15254;Roberto Tesconi;0;1
15255;Jen Lilley;1;0
15256;Otis Young;0;1
15257;Joop van Hulzen;0;1
15258;Blythe Auffarth;1;1
15259;Gabriella Labate;2;0
15260;Angelina Noa;0;1
15261;Jackson Loo;1;0
15262;Ophelia Lovibond;1;0
15263;Rob Schneider;9;0
15264;Mackenzie Mowat;1;0
15265;Michiel de Jong;0;2
15266;Graham McTavish;0;2
15267;Ann Bennent;0;1
15268;Nada Sargin;0;2
15269;Til Kiwe;0;2
15270;Iliza Shlesinger;1;2
15271;Vera Nandi;1;0
15272;Jonny Triviani;0;2
15273;Mikhail Kuznetsov;1;0
15274;Simon Jones;0;1
15275;Radu Botar;0;2
15276;Adolfo Quinones;1;0
15277;Christian Ulmen;1;0
15278;Lou Salvador Jr.;0;1
15279;Karin Giegerich;0;2
15280;Magdalena Cielecka;0;1
15281;Patsy Ruth Miller;1;0
15282;Jackie Basehart;1;0
15283;Rhys Williams;3;0
15284;Pierre Bertin;0;1
15285;Dominic Applewhite;0;1
15286;Ivan Franek;4;3
15287;Tom Tully;2;1
15288;Helen Hunt;9;9
15289;Jordan Hull;1;0
15290;Hussein Yassin Mahajne;0;1
15291;Mahima Chaudhry;0;1
15292;Angela Clerkin;1;0
15293;Raj Singh Chaudhary;1;0
15294;Lya Franca;1;0
15295;Lior Ashkenazi;1;6
15296;Bellamine Abdelmalek;0;1
15297;James Caitlin;0;1
15298;Kevin Bishop;5;0
15299;Alaíde Costa;0;2
15300;Ankur Bhatt;1;0
15301;Dermott Mulroney;0;1
15302;Nabiha Akkari;4;1
15303;Erjona Kakeli;0;1
15304;Terri Dawn Pourier;0;2
15305;Homayon Ershadi;0;1
15306;Dorothy Duffy;0;1
15307;Michael Redgrave;3;7
15308;Alice Nokes;1;0
15309;Christian McKay;1;3
15310;Katrin Cartlidge;1;3
15311;Edward Hogg;0;2
15312;Albert Finney;4;6
15313;Thomas Oliveira;0;2
15314;Joan Lorring;1;4
15315;Tye Alexander;0;2
15316;Carolina Cetroli;1;0
15317;Regine Doreen;0;1
15318;Stephen Boss;1;0
15319;Enrico Lo Verso;3;16
15320;Heather Wahlquist;0;2
15321;Elpidia Carrillo;0;1
15322;Susanna Smit;1;1
15323;Alessandra Ambrosio;1;0
15324;Ben Winchell;0;2
15325;Ed Ackerman;1;0
15326;Dianne Wiest;12;1
15327;Luis Brandoni;2;0
15328;Ivan Angeli;0;1
15329;Claudio González;0;1
15330;G&Atilde;;
15331;Dorothy Boyd;0;2
15332;Cristina Cirilli;1;0
15333;Sandy Helberg;1;0
15334;Kate Capshaw;1;2
15335;Christel Pedrinelli;1;0
15336;Ann Del Guercio;1;0
15337;Andrea Borrelli;1;0
15338;Rémy Le Fur;0;1
15339;Hideko Mimura;0;1
15340;Lee Kang-sheng;0;3
15341;Kim Kang Woo;1;0
15342;Alexandre Carrière;1;0
15343;Rosa Valsecchi;0;1
15344;Hermes Baroli;0;2
15345;Brady Jandreau;0;2
15346;Asier Newman;0;1
15347;Pat Crowley;2;2
15348;Roe-ha Kim;1;1
15349;Lionel Louis Basse;0;2
15350;Robert Bizik;1;1
15351;Antonio Prester;0;2
15352;Byung-hun Lee;0;1
15353;Mai Zetterling;1;3
15354;Roselyn Sanchez;1;0
15355;Richard Kline;1;0
15356;Justin Henry;1;0
15357;Van Johnson;5;1
15358;Philip Seymour Hoffman;10;4
15359;Stephanie Zimbalist;0;2
15360;Leon Thomas III;0;2
15361;Ken McDonald;0;1
15362;Antal Nagy;0;1
15363;Jalyn Hall;0;2
15364;Danielle Lyttleton;0;1
15365;Eiko Muramatsu;0;2
15366;Kiara Howard;1;0
15367;Paul Le Person;1;0
15368;Eisaya Hosuwan;1;0
15369;Farid Ali;0;4
15370;Tsuruko Mano;0;1
15371;Philipp Hochmair;0;3
15372;Nino Terzo;9;0
15373;Beverly Lunsford;0;1
15374;Nathalie Kadem;0;1
15375;Mimo Billi;1;0
15376;Susan Batson;0;3
15377;Jovana Gavrilovic;0;1
15378;Dani Szabó;0;1
15379;Hossein Taheri;1;1
15380;Tassadit Mandi;1;0
15381;Paulo Autran;0;2
15382;Henry Jones;1;1
15383;Phillips Holmes;0;1
15384;Hannibal Buress;1;0
15385;Carmelo Di Mazzarelli;0;1
15386;Elsebeth Steentoft;1;0
15387;Michel Bouquet;1;4
15388;Giovanni Storti;12;0
15389;Judy Cornwell;0;1
15390;Lorenzo Scacchi;1;0
15391;Frank Harts;2;0
15392;Alex Decas;0;3
15393;Vladimir Sokoloff;1;0
15394;Chris Sullivan;0;1
15395;Jella Haase;2;1
15396;Baby LeRoy;1;0
15397;Sophie Stockinger;0;2
15398;Margret Vilhjálmsdóttir;1;0
15399;Dylan Neal;0;2
15400;Gudrun Bruun Stephensen;0;1
15401;Frances Conroy;3;2
15402;Jean-Paul Roussillon;0;2
15403;Connie Sellecca;0;4
15404;Marzio C. Honorato;1;0
15405;Angelique de Bruijne;0;3
15406;Irene Ivaldi;1;0
15407;Peter Hermann;0;1
15408;Teddy Reno;4;1
15409;Jerry Calà;26;1
15410;Rita Capobianco;1;0
15411;Seung-woo Kim;1;0
15412;Yuka Itaya;0;2
15413;Shelley Winters;8;8
15414;Vittoria Belvedere;1;5
15415;Yannis Bostantzoglou;0;1
15416;Mina Farid;0;1
15417;Hugo Carvana;0;5
15418;Blake DeLong;0;1
15419;Shizuyo Yamasaki;1;0
15420;Ai Hashimoto;0;1
15421;Elena Altieri;0;1
15422;Henry Hull;0;5
15423;Ron Rich;1;0
15424;William Castle;1;1
15425;Ludovic Berthillot;5;1
15426;Jack Manning;1;0
15427;Cristi Puiu;0;2
15428;Thomas Hill;0;2
15429;Irakli Kvirikadze;0;2
15430;Helgi Björnsson;1;0
15431;Antonio Catania;28;6
15432;Pilar del Pino;0;2
15433;Jack McMullen;0;3
15434;Samson Kayo;2;0
15435;Don DeFore;3;1
15436;Alex Pettyfer;3;3
15437;Romain Francisco;1;0
15438;Manlio Dovì;1;2
15439;Lauren Storm;2;0
15440;Alice Wetterlund;1;0
15441;Alessandra Ventimiglia;0;1
15442;Saga Becker;0;1
15443;Paolo Villaggio;49;3
15444;Cate Blanchett;4;8
15445;Allen Altman;0;1
15446;Rob Bruner;1;0
15447;Lupita Nyong'o;1;4
15448;Yerden Telemisov;0;1
15449;Akiko Kazami;0;1
15450;Taissa Farmiga;1;2
15451;Silvia Delfino;0;1
15452;Shin Saburi;1;0
15453;Giacomo Rossi Stuart;2;1
15454;Clara Zovianoff;1;0
15455;Charlie Tahan;3;4
15456;Jeff Bridges;12;7
15457;Hugh Grant;7;3
15458;Daniel Fripan;1;0
15459;Gill Vancompernolle;0;1
15460;Giuseppe Lanzetta;0;1
15461;Orla Tobin;1;0
15462;Zdenek Bezusek;1;0
15463;Amy Bush;1;0
15464;Justin Louis;1;0
15465;Tom Hickey;0;1
15466;Nikki Glaser;1;0
15467;Piera Simoni;1;0
15468;Pinaki Sen Gupta;0;1
15469;Gerti Lehner;0;1
15470;Ludwik Benoit;0;1
15471;Frank Gallegos;0;2
15472;Yôta Kawase;1;0
15473;Edie Adams;2;0
15474;Terry Moore;1;0
15475;Peter McEnery;2;1
15476;Vanessa Paradis;4;0
15477;Corey Haim;3;0
15478;Mila Al Zahrani;0;1
15479;Lindsay Kennedy;0;4
15480;Jane Kaczmarek;0;1
15481;Valter D'Errico;0;1
15482;Morgan Woodward;1;0
15483;Camillo Pilotto;2;5
15484;Nicoletta Rangoni;1;0
15485;Susanna Haavisto;1;0
15486;Magnus Stifter;0;2
15487;Claudio Castori;0;1
15488;László Gyémánt;0;2
15489;Dan Aykroyd;24;1
15490;Romana Maggiora Vergano;2;0
15491;Sahar Minkara Karame;0;1
15492;Ferran Vilajosana;1;0
15493;Franco Pesce;1;2
15494;Greta Gonda;2;0
15495;Rachel Wilson;1;0
15496;Chloé Winkel;0;1
15497;Julie Adams;1;0
15498;Anja Hemmingsen;0;5
15499;Giulia Gualano;1;0
15500;James Buckley;1;0
15501;Andrea Moore;3;0
15502;Jérémie Elkaïm;1;2
15503;Dragos Bucur;1;4
15504;Katja Riemann;4;0
15505;Heather Angel;0;4
15506;Milan Strjic;1;0
15507;Daryl Sabara;4;0
15508;Dylan Robert;0;1
